text,type,category,severity
It would be better if authorities improve the overflowing dustbin situation in Velachery,Suggestion,Garbage,Low
"There is a traffic congestion in Anna Nagar for the past 1 days, causing inconvenience",Complaint,Transport,Low
It would be better if authorities improve the damaged bus stop situation in Anna Nagar,Suggestion,Transport,Low
"There is a mosquito problem in Velachery for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the pothole in Tambaram,Request,Road,Low
"There is a stagnant water causing disease in Perambur for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the road collapse in Guindy,Request,Road,Low
Please arrange to fix the water leakage in Tambaram,Request,Water,Low
Please arrange to fix the overflowing dustbin in Adyar,Request,Garbage,Low
"There is a stagnant water causing disease in Guindy for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the street light not working in Guindy,Request,Electricity,Low
"There is a street light not working in Adyar for the past 2 days, causing inconvenience",Complaint,Electricity,Medium
Please arrange to fix the pipe burst in T Nagar,Request,Water,Low
It would be better if authorities improve the blocked drainage situation in Adyar,Suggestion,Drainage,Low
Please arrange to fix the electric pole issue in T Nagar,Request,Electricity,Low
"There is a public toilet unclean in Adyar for the past 3 days, causing inconvenience",Complaint,Health,High
"There is a sewage issue in T Nagar for the past 4 days, causing inconvenience",Complaint,Drainage,High
It would be better if authorities improve the mosquito problem situation in Perambur,Suggestion,Health,Low
"There is a overflowing dustbin in Adyar for the past 1 days, causing inconvenience",Complaint,Garbage,High
"There is a blocked drainage in Adyar, causing inconvenience",Complaint,Drainage,Low
Please arrange to fix the water leakage in Guindy,Request,Water,Low
"There is a road collapse in Guindy for the past 5 days, causing inconvenience",Complaint,Road,High
"There is a traffic congestion in Perambur for the past 3 days, causing inconvenience",Complaint,Transport,High
It would be better if authorities improve the road damage situation in T Nagar,Suggestion,Road,Low
It would be better if authorities improve the street light not working situation in Anna Nagar,Suggestion,Electricity,Low
Please arrange to fix the bus delay in Perambur,Request,Transport,Low
It would be better if authorities improve the road collapse situation in Anna Nagar,Suggestion,Road,Low
It would be better if authorities improve the sewage issue situation in T Nagar,Suggestion,Drainage,Low
"There is a bad smell from waste in Velachery for the past 5 days, causing inconvenience",Complaint,Garbage,High
"There is a blocked drainage in Adyar for the past 5 days, causing inconvenience",Complaint,Drainage,High
Please arrange to fix the pothole in Anna Nagar,Request,Road,Low
"There is a bad smell from waste in Guindy, causing inconvenience",Complaint,Garbage,Low
"There is a mosquito problem in Velachery for the past 5 days, causing inconvenience",Complaint,Health,High
It would be better if authorities improve the drainage overflow situation in T Nagar,Suggestion,Drainage,Low
Please arrange to fix the blocked drainage in Anna Nagar,Request,Drainage,Low
Please arrange to fix the drainage overflow in Tambaram,Request,Drainage,Low
It would be better if authorities improve the stagnant water causing disease situation in Guindy,Suggestion,Health,Low
Please arrange to fix the road damage in Velachery,Request,Road,Low
"There is a mosquito problem in Anna Nagar for the past 3 days, causing inconvenience",Complaint,Health,High
It would be better if authorities improve the drainage overflow situation in Perambur,Suggestion,Drainage,Low
"There is a drainage overflow in T Nagar, causing inconvenience",Complaint,Drainage,High
Please arrange to fix the mosquito problem in Perambur,Request,Health,Low
Please arrange to fix the road damage in Guindy,Request,Road,Low
It would be better if authorities improve the blocked drainage situation in Velachery,Suggestion,Drainage,Low
Please arrange to fix the road damage in Perambur,Request,Road,Low
It would be better if authorities improve the no water supply situation in Adyar,Suggestion,Water,Low
It would be better if authorities improve the mosquito problem situation in Velachery,Suggestion,Health,Low
"There is a no water supply in Perambur, causing inconvenience",Complaint,Water,Low
"There is a road collapse in Perambur, causing inconvenience",Complaint,Road,High
It would be better if authorities improve the water leakage situation in Adyar,Suggestion,Water,Low
Please arrange to fix the damaged bus stop in Perambur,Request,Transport,Low
Please arrange to fix the blocked drainage in T Nagar,Request,Drainage,Low
"There is a power cut in Guindy for the past 4 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the overflowing dustbin in Tambaram,Request,Garbage,Low
It would be better if authorities improve the no water supply situation in Adyar,Suggestion,Water,Low
Please arrange to fix the overflowing dustbin in Adyar,Request,Garbage,Low
Please arrange to fix the damaged bus stop in Velachery,Request,Transport,Low
It would be better if authorities improve the bus delay situation in Velachery,Suggestion,Transport,Low
Please arrange to fix the bus delay in Velachery,Request,Transport,Low
"There is a stagnant water causing disease in Velachery for the past 2 days, causing inconvenience",Complaint,Health,Medium
It would be better if authorities improve the garbage not collected situation in Velachery,Suggestion,Garbage,Low
It would be better if authorities improve the traffic congestion situation in Velachery,Suggestion,Transport,Low
Please arrange to fix the bus delay in T Nagar,Request,Transport,Low
Please arrange to fix the street light not working in Perambur,Request,Electricity,Low
It would be better if authorities improve the mosquito problem situation in Anna Nagar,Suggestion,Health,Low
Please arrange to fix the blocked drainage in Velachery,Request,Drainage,Low
"There is a garbage not collected in Perambur for the past 4 days, causing inconvenience",Complaint,Garbage,High
It would be better if authorities improve the road collapse situation in Perambur,Suggestion,Road,Low
It would be better if authorities improve the damaged bus stop situation in Guindy,Suggestion,Transport,Low
Please arrange to fix the street light not working in Anna Nagar,Request,Electricity,Low
Please arrange to fix the dirty water in Guindy,Request,Water,Low
It would be better if authorities improve the public toilet unclean situation in Adyar,Suggestion,Health,Low
Please arrange to fix the traffic congestion in T Nagar,Request,Transport,Low
It would be better if authorities improve the sewage issue situation in Velachery,Suggestion,Drainage,Low
"There is a bus delay in Guindy for the past 5 days, causing inconvenience",Complaint,Transport,High
"There is a stagnant water causing disease in Adyar for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the power cut in Velachery,Request,Electricity,Low
It would be better if authorities improve the bus delay situation in Adyar,Suggestion,Transport,Low
"There is a overflowing dustbin in Anna Nagar for the past 3 days, causing inconvenience",Complaint,Garbage,High
"There is a electric pole issue in Velachery for the past 2 days, causing inconvenience",Complaint,Electricity,Medium
It would be better if authorities improve the garbage not collected situation in Anna Nagar,Suggestion,Garbage,Low
Please arrange to fix the water leakage in T Nagar,Request,Water,Low
It would be better if authorities improve the bus delay situation in T Nagar,Suggestion,Transport,Low
"There is a mosquito problem in Velachery for the past 2 days, causing inconvenience",Complaint,Health,Medium
It would be better if authorities improve the pothole situation in Adyar,Suggestion,Road,Low
Please arrange to fix the street light not working in Tambaram,Request,Electricity,Low
It would be better if authorities improve the public toilet unclean situation in Tambaram,Suggestion,Health,Low
"There is a electric pole issue in Tambaram for the past 4 days, causing inconvenience",Complaint,Electricity,High
It would be better if authorities improve the street light not working situation in Tambaram,Suggestion,Electricity,Low
It would be better if authorities improve the no water supply situation in Guindy,Suggestion,Water,Low
"There is a bus delay in Anna Nagar for the past 1 days, causing inconvenience",Complaint,Transport,Low
